iteration59.tre,13,13,19,22,23,23,22,22,22,35
iteration60.tre,15,17,19,22,21,29,23,31,28,32
iteration61.tre,16,14,19,24,21,17,20,25,25,34
iteration62.tre,13,16,24,17,30,28,27,32,17,34
iteration63.tre,12,16,21,25,24,25,23,23,22,35
iteration64.tre,12,14,14,16,18,25,23,27,27,29
iteration65.tre,10,17,18,21,24,17,29,23,32,35
iteration66.tre,9,10,15,19,24,38,23,13,24,35
iteration67.tre,13,16,17,20,31,31,28,29,19,35
iteration68.tre,12,14,21,18,21,21,25,30,18,32
iteration69.tre,12,9,16,18,23,23,25,25,14,29
iteration70.tre,12,14,18,21,21,27,25,31,29,29
iteration71.tre,9,18,17,23,30,29,26,27,32,35
iteration72.tre,15,12,19,23,18,33,28,20,21,35
iteration73.tre,12,11,15,19,25,20,22,23,29,34
iteration74.tre,15,15,16,23,27,40,23,25,24,35
iteration75.tre,14,16,18,19,20,21,22,30,27,35
iteration76.tre,13,18,19,24,22,26,23,17,24,30
iteration77.tre,14,9,14,21,22,25,29,16,24,35
iteration78.tre,14,16,15,19,19,27,22,26,27,29
iteration79.tre,6,14,16,21,26,19,38,26,22,35
iteration80.tre,11,10,20,26,23,27,24,34,29,35
iteration81.tre,14,17,16,28,25,30,30,32,27,34
iteration82.tre,11,16,17,22,24,14,29,29,28,35
iteration83.tre,12,13,17,21,16,21,25,24,24,30
iteration84.tre,13,13,19,26,20,31,32,21,30,27
iteration85.tre,16,15,21,21,28,23,28,32,29,35
iteration86.tre,12,14,14,13,24,19,23,16,16,30
iteration87.tre,15,11,15,21,15,18,24,34,28,29
iteration88.tre,9,17,16,19,19,30,19,23,13,29
iteration89.tre,6,20,10,22,23,14,21,24,23,35
iteration90.tre,13,17,16,21,20,31,21,25,26,35
iteration91.tre,14,15,20,17,28,22,16,24,37,29
iteration92.tre,9,11,18,20,17,22,26,24,30,29
iteration93.tre,14,13,14,17,28,22,32,27,38,30
iteration94.tre,10,12,17,19,19,29,21,24,22,29
iteration95.tre,10,15,19,17,24,28,28,27,23,29
iteration96.tre,14,13,20,18,20,20,26,24,30,29
iteration97.tre,12,18,11,17,22,23,20,29,16,35
iteration98.tre,16,19,18,24,23,27,24,33,17,35
iteration99.tre,14,12,16,20,20,23,26,22,21,32
iteration100.tre,9,15,18,20,23,23,25,20,30,29
